customer_id,tenure,monthly_charges,contract_type,internet_service,payment_method,churn
2528,65,42.43668276923797,Month-to-month,DSL,Electronic check,1
2529,8,55.28441183735001,Month-to-month,Fiber optic,Mailed check,0
2530,45,84.53308128295218,Month-to-month,Fiber optic,Electronic check,0
2531,47,74.67871248282837,One year,DSL,Bank transfer,0
2532,40,94.3589406521226,Two year,DSL,Electronic check,0
2533,54,53.90741484817763,Month-to-month,Fiber optic,Credit card,0
2534,46,65.20285734646853,One year,Fiber optic,Credit card,1
2535,47,30.19683689629235,Month-to-month,DSL,Electronic check,0
2536,15,27.305864603278145,One year,DSL,Electronic check,0
2537,19,66.22552428441006,Two year,No,Credit card,1
2538,26,50.15966074459236,Two year,DSL,Mailed check,0
2539,52,81.28005721361308,Month-to-month,DSL,Mailed check,1
2540,22,24.300216544457193,Two year,No,Credit card,0
2541,21,32.17663775995654,Two year,No,Credit card,0
2542,51,106.51908111063952,One year,Fiber optic,Mailed check,0
2543,38,76.63116215191044,One year,Fiber optic,Electronic check,1
2544,20,91.20545336912272,Month-to-month,DSL,Electronic check,1
2545,29,104.19721187072957,One year,No,Bank transfer,0
2546,51,66.38343429500523,Two year,No,Mailed check,0
2547,4,96.1060383967476,One year,Fiber optic,Credit card,0
2548,55,72.45855790735243,Two year,Fiber optic,Bank transfer,0
2549,71,42.27487702737039,Month-to-month,DSL,Electronic check,1
2550,28,53.76561688009395,Two year,No,Mailed check,0
2551,4,69.03504410556609,One year,Fiber optic,Bank transfer,0
2552,22,51.688555217227076,One year,DSL,Electronic check,0
2553,45,53.55276913498984,One year,DSL,Credit card,0
2554,67,53.73928312487664,One year,DSL,Electronic check,1
2555,66,32.28399788571042,Month-to-month,Fiber optic,Electronic check,0
2556,34,28.464260721225138,Two year,Fiber optic,Mailed check,0
2557,55,24.649603969130432,One year,Fiber optic,Credit card,0
2558,1,31.095626103433673,Two year,Fiber optic,Mailed check,0
2559,38,54.3707092135618,Month-to-month,Fiber optic,Credit card,0
2560,6,79.3871805783057,Two year,No,Bank transfer,1
2561,25,38.8146927209409,One year,No,Electronic check,0
2562,17,108.8008846002638,Two year,No,Mailed check,0
2563,61,100.83824312394495,One year,No,Credit card,1
2564,12,72.05271128091636,One year,DSL,Mailed check,0
2565,6,92.42098308133599,Month-to-month,DSL,Electronic check,0
2566,27,56.63285246987584,Month-to-month,No,Electronic check,0
2567,8,23.67777927330899,Two year,Fiber optic,Bank transfer,0
2568,65,110.43328475325399,Two year,No,Credit card,0
2569,57,32.7793488257822,One year,No,Credit card,0
2570,40,114.79373463796514,One year,DSL,Bank transfer,0
2571,14,77.188258826611,One year,Fiber optic,Bank transfer,0
2572,35,50.556306102143,One year,DSL,Credit card,0
2573,48,69.55246233118447,Month-to-month,Fiber optic,Credit card,0
2574,56,70.16298089230942,One year,DSL,Mailed check,0
2575,49,22.32870794425819,Month-to-month,No,Credit card,1
2576,13,55.545985188413866,Two year,Fiber optic,Mailed check,1
2577,61,93.98657995429174,Two year,DSL,Mailed check,0
2578,49,71.0069188950708,Month-to-month,No,Mailed check,1
2579,46,44.42301170095842,One year,DSL,Mailed check,0
2580,62,53.5109860036944,Two year,DSL,Electronic check,1
2581,8,106.30543931159491,Month-to-month,DSL,Bank transfer,0
2582,43,72.55496701502295,Two year,No,Bank transfer,0
2583,20,72.8352122551236,One year,Fiber optic,Credit card,1
2584,39,116.146745905101,Month-to-month,DSL,Bank transfer,1
2585,49,52.088139903664334,Two year,No,Bank transfer,0
2586,64,67.95411251062283,One year,DSL,Electronic check,1
2587,62,101.17135977208339,Month-to-month,Fiber optic,Mailed check,0
2588,54,95.89122488870296,Month-to-month,DSL,Mailed check,0
2589,9,46.57994219286726,Month-to-month,No,Mailed check,0
2590,37,35.109104760538585,Month-to-month,DSL,Bank transfer,0
2591,49,90.07045761873682,Two year,DSL,Bank transfer,1
2592,41,45.76561768071947,Month-to-month,Fiber optic,Credit card,1
2593,17,112.26758285242411,Month-to-month,Fiber optic,Electronic check,0
2594,21,32.92476939892261,Month-to-month,Fiber optic,Electronic check,0
2595,51,51.83152001347766,Month-to-month,DSL,Credit card,1
2596,59,25.478724692491376,Month-to-month,No,Credit card,0
2597,39,90.33053068633781,One year,DSL,Credit card,0
2598,55,109.12626489153983,Two year,DSL,Mailed check,0
2599,41,83.5874527331007,One year,DSL,Mailed check,0
2600,39,113.77530155114836,Two year,DSL,Mailed check,1
2601,13,32.85039785012096,Month-to-month,Fiber optic,Mailed check,0
2602,64,28.77339272626989,Two year,Fiber optic,Credit card,0
2603,11,103.84127311673709,Month-to-month,Fiber optic,Credit card,1
2604,19,105.55111753865077,Month-to-month,Fiber optic,Credit card,0
2605,11,103.10395271071282,One year,No,Mailed check,0
2606,46,99.89649025337457,One year,DSL,Mailed check,0
2607,45,56.22283639386602,One year,DSL,Bank transfer,0
2608,1,41.74620835913878,Two year,DSL,Credit card,1
2609,40,112.88040199977901,Two year,No,Electronic check,0
2610,19,50.7000182848334,One year,No,Electronic check,1
2611,61,59.84076821640322,One year,Fiber optic,Bank transfer,0
2612,12,89.95589594516332,Month-to-month,DSL,Mailed check,0
2613,61,49.33560799939876,Two year,DSL,Credit card,0
2614,33,101.91302215610013,Month-to-month,No,Mailed check,1
2615,45,27.003462363178127,Two year,DSL,Mailed check,0
2616,69,99.11826673889345,One year,No,Electronic check,0
2617,8,80.18513226178041,Two year,Fiber optic,Electronic check,0
2618,25,77.29936441135928,Two year,No,Credit card,0
2619,46,65.83770391386606,Month-to-month,DSL,Credit card,0
2620,30,47.70455962834224,One year,No,Mailed check,0
2621,47,66.40702854312366,One year,No,Mailed check,1
2622,49,65.00285120186874,One year,Fiber optic,Bank transfer,1
2623,47,78.37541887830699,Month-to-month,DSL,Mailed check,0
2624,18,48.15742858555302,Month-to-month,DSL,Bank transfer,0
2625,66,27.7595581976149,Month-to-month,Fiber optic,Mailed check,0
2626,68,34.50894466391382,Two year,No,Mailed check,0
2627,33,89.91774314615728,Two year,No,Mailed check,0
2628,36,22.24923296355405,Month-to-month,DSL,Credit card,0
2629,19,105.644304464543,Month-to-month,No,Credit card,1
2630,28,89.43973274799133,One year,Fiber optic,Credit card,0
2631,40,96.80865413077163,Two year,DSL,Bank transfer,0
2632,15,103.59844490934748,Two year,No,Bank transfer,1
2633,41,32.271044393018116,One year,Fiber optic,Credit card,1
2634,39,102.24510909700663,One year,Fiber optic,Bank transfer,0
2635,2,70.46424376590564,One year,DSL,Credit card,0
2636,63,108.5523838753197,Month-to-month,DSL,Electronic check,0
2637,29,108.65866010603435,Month-to-month,No,Credit card,0
2638,66,22.41780437541702,Month-to-month,No,Electronic check,1
2639,51,58.28652154835389,Month-to-month,No,Mailed check,1
2640,10,72.63987958652734,Month-to-month,Fiber optic,Bank transfer,1
2641,14,87.8360089782902,Two year,Fiber optic,Bank transfer,0
2642,51,48.618624668413396,Two year,No,Credit card,0
2643,39,45.21422606646523,Two year,DSL,Mailed check,0
2644,28,58.12657190890473,One year,Fiber optic,Mailed check,0
2645,3,70.09386917498945,Two year,Fiber optic,Mailed check,0
2646,70,115.11462314054133,One year,No,Mailed check,0
2647,27,96.21084666974374,Two year,DSL,Bank transfer,0
2648,2,62.932116693770524,Month-to-month,Fiber optic,Credit card,0
2649,38,25.43661784401838,Two year,DSL,Credit card,0
2650,3,36.852059214375934,Month-to-month,Fiber optic,Electronic check,0
2651,16,65.5924424319417,Month-to-month,DSL,Bank transfer,0
2652,40,101.38259000987043,Two year,DSL,Electronic check,0
2653,2,58.069553567734395,Two year,Fiber optic,Mailed check,0
2654,41,73.84966507450596,Month-to-month,DSL,Credit card,1
2655,12,109.18048860851022,One year,Fiber optic,Electronic check,0
2656,35,111.37962594266288,One year,Fiber optic,Bank transfer,1
2657,65,41.57749964426894,Two year,DSL,Credit card,1
2658,55,24.35949217925944,Month-to-month,Fiber optic,Bank transfer,0
2659,45,50.54105309715149,One year,DSL,Credit card,0
2660,62,89.58023148257801,Two year,Fiber optic,Bank transfer,0
2661,49,115.11122009762664,Two year,DSL,Bank transfer,0
2662,25,27.703199998411392,Month-to-month,Fiber optic,Credit card,0
2663,23,22.848381054927152,One year,Fiber optic,Bank transfer,1
2664,24,108.41472129857219,Two year,No,Bank transfer,0
2665,38,94.81452691031411,One year,Fiber optic,Mailed check,1
2666,28,119.22485791555754,Two year,Fiber optic,Credit card,1
2667,21,59.67928814656532,Two year,DSL,Electronic check,0
2668,54,61.605090513676934,One year,DSL,Credit card,0
2669,18,37.231183729744956,One year,DSL,Credit card,0
2670,36,31.584715259733848,Month-to-month,DSL,Mailed check,0
2671,45,77.8718010590238,Month-to-month,No,Electronic check,0
2672,53,56.428500129483254,Month-to-month,No,Electronic check,1
2673,30,28.031644794524507,Month-to-month,DSL,Electronic check,0
2674,60,108.69870695233199,One year,DSL,Bank transfer,0
2675,32,39.835646824933306,Month-to-month,DSL,Bank transfer,1
2676,67,94.85843470035329,One year,DSL,Bank transfer,0
2677,67,48.22285961181112,Two year,Fiber optic,Electronic check,0
2678,28,101.29048307527991,One year,DSL,Credit card,0
2679,44,31.839684142765407,Month-to-month,Fiber optic,Credit card,0
2680,41,95.60716102217614,One year,DSL,Electronic check,1
2681,63,29.811887390051243,One year,No,Electronic check,1
2682,23,64.69157878569433,One year,No,Mailed check,0
2683,48,93.40043505996046,One year,DSL,Bank transfer,0
2684,32,37.32183811869006,One year,No,Bank transfer,0
2685,57,48.5664988846723,Month-to-month,No,Bank transfer,0
2686,33,106.47669920921976,One year,No,Mailed check,0
2687,24,108.5119320907646,Month-to-month,No,Mailed check,0
2688,39,24.49354524527262,Two year,Fiber optic,Mailed check,0
2689,34,36.809058535297524,One year,Fiber optic,Electronic check,1
2690,56,31.7471940272859,Two year,Fiber optic,Mailed check,0
2691,28,37.9693094651303,Month-to-month,Fiber optic,Credit card,0
2692,37,117.01877243062725,One year,DSL,Electronic check,1
2693,7,75.16552487904565,Two year,No,Electronic check,0
2694,68,66.81123904549268,Month-to-month,No,Bank transfer,0
2695,37,118.44673730926161,Two year,DSL,Bank transfer,0
2696,56,75.69561298607354,One year,DSL,Mailed check,1
2697,65,86.11179273455245,One year,Fiber optic,Credit card,0
2698,65,53.27705460491802,One year,Fiber optic,Electronic check,0
2699,47,58.21148645095186,Month-to-month,No,Electronic check,0
2700,20,79.44093838090731,Two year,DSL,Electronic check,1
2701,19,26.978578400046477,Month-to-month,No,Bank transfer,0
2702,29,45.58828860447751,Two year,DSL,Bank transfer,0
2703,60,39.68117494603071,Month-to-month,Fiber optic,Credit card,0
2704,18,21.58933931400036,One year,No,Bank transfer,0
2705,35,73.69012705204219,Two year,No,Credit card,1
2706,43,76.10528395238791,Two year,DSL,Bank transfer,0
2707,11,58.393922303725894,Two year,No,Credit card,1
2708,49,46.87274694647908,Month-to-month,Fiber optic,Bank transfer,1
2709,38,85.20598759946247,One year,No,Bank transfer,1
2710,64,33.46591613844569,Two year,DSL,Mailed check,0
2711,69,71.8615031635334,Month-to-month,No,Mailed check,0
2712,8,96.80739858106199,Two year,Fiber optic,Mailed check,0
2713,34,36.42979839524723,One year,DSL,Credit card,1
2714,48,95.32595385958187,Two year,DSL,Credit card,1
2715,56,96.07945091533979,One year,Fiber optic,Credit card,0
2716,65,25.99266482304549,Month-to-month,DSL,Credit card,1
2717,31,21.878432608718185,Month-to-month,DSL,Mailed check,1
2718,4,117.39354059881948,One year,No,Electronic check,1
2719,50,39.3382659498825,One year,DSL,Bank transfer,0
2720,69,102.2139209100103,Month-to-month,No,Bank transfer,1
2721,30,76.18506530452986,One year,Fiber optic,Credit card,1
2722,59,46.44721575369968,One year,Fiber optic,Mailed check,0
2723,67,32.99704366188126,Two year,Fiber optic,Electronic check,1
2724,45,69.66772735777275,Month-to-month,Fiber optic,Mailed check,0
2725,4,60.735481162944986,Month-to-month,DSL,Bank transfer,0
2726,26,89.88860851170678,One year,DSL,Credit card,1
2727,27,110.41685495477267,One year,No,Credit card,0
2728,46,100.52480869634384,One year,No,Mailed check,1
2729,64,47.44520502048119,Month-to-month,No,Credit card,0
2730,51,107.89332184523057,Two year,DSL,Electronic check,0
2731,50,103.33913141046041,Month-to-month,No,Bank transfer,0
2732,6,112.91362337217683,Two year,DSL,Electronic check,0
2733,59,65.86608210379876,One year,Fiber optic,Mailed check,0
2734,15,96.85751724093984,Month-to-month,DSL,Bank transfer,0
2735,30,79.16580655236703,Two year,Fiber optic,Electronic check,0
2736,42,51.05027525494833,Month-to-month,No,Electronic check,0
2737,37,119.44310025427635,Two year,DSL,Electronic check,1
2738,42,23.830746683966137,Two year,No,Bank transfer,0
2739,35,36.22725725590747,Month-to-month,No,Bank transfer,0
2740,6,109.25423625318949,One year,Fiber optic,Credit card,0
2741,68,26.05628434126335,Month-to-month,No,Mailed check,0
2742,18,108.68206673435218,One year,DSL,Credit card,1
2743,29,91.52214760582008,Two year,No,Mailed check,0
2744,59,23.668400539454233,Two year,Fiber optic,Bank transfer,0
2745,47,62.932004285417655,Month-to-month,Fiber optic,Electronic check,1
2746,17,95.4471475002237,Month-to-month,No,Credit card,0
2747,22,78.31002846307996,One year,Fiber optic,Bank transfer,1
2748,68,113.5871291964458,One year,No,Bank transfer,1
2749,69,106.76440329119998,Month-to-month,Fiber optic,Bank transfer,0
2750,37,53.2647635334146,One year,No,Credit card,0
2751,49,28.462719552009034,One year,No,Bank transfer,0
2752,13,114.42570396456513,Month-to-month,DSL,Mailed check,1
2753,34,71.72867677679267,Month-to-month,DSL,Mailed check,1
2754,53,27.43976243719485,Two year,No,Electronic check,0
2755,51,101.65756133592795,Two year,DSL,Credit card,0
2756,3,106.8506470685391,Month-to-month,DSL,Credit card,0
2757,42,83.9424640176571,Two year,Fiber optic,Credit card,0
2758,32,64.75089656863399,One year,DSL,Credit card,0
2759,51,86.21730123235727,Month-to-month,Fiber optic,Credit card,1
2760,46,90.66836957051235,Two year,DSL,Bank transfer,1
2761,21,109.30299580859679,Month-to-month,DSL,Bank transfer,1
2762,44,115.58616803747381,Two year,No,Mailed check,0
2763,11,71.43209323909113,Month-to-month,DSL,Credit card,1
2764,68,99.84945335265625,One year,No,Credit card,1
2765,1,116.45095559916548,Two year,No,Credit card,0
2766,63,35.1243338146966,Month-to-month,No,Mailed check,0
2767,24,21.82679816096767,One year,No,Credit card,0
2768,13,106.8963772848294,Two year,DSL,Credit card,1
2769,11,39.52733332471608,Two year,No,Bank transfer,0
2770,51,24.247876663180094,Month-to-month,DSL,Mailed check,0
2771,17,36.00961376574446,One year,DSL,Bank transfer,0
2772,24,58.41149112437693,Month-to-month,Fiber optic,Electronic check,1
2773,19,41.926570159258006,Two year,Fiber optic,Credit card,1
2774,37,50.52536291004431,Month-to-month,Fiber optic,Electronic check,0
2775,8,117.52940514300464,Month-to-month,No,Credit card,0
2776,28,90.44055441625751,One year,DSL,Electronic check,1
2777,5,91.2191728253204,One year,DSL,Bank transfer,1
2778,17,29.46853747279228,Two year,No,Mailed check,1
2779,36,93.20983698226917,One year,Fiber optic,Electronic check,1
2780,19,93.93443329553048,Month-to-month,Fiber optic,Bank transfer,0
2781,64,85.97450184066322,Two year,DSL,Electronic check,1
2782,11,42.843629599787505,One year,DSL,Electronic check,0
2783,54,62.30361790821849,Month-to-month,DSL,Mailed check,1
2784,45,104.62764546696253,Month-to-month,Fiber optic,Bank transfer,0
2785,47,87.02016293406263,Two year,DSL,Mailed check,1
2786,12,93.27688349999023,Two year,Fiber optic,Credit card,1
2787,21,78.73744001258089,One year,Fiber optic,Mailed check,0
2788,11,64.95865991117785,One year,Fiber optic,Mailed check,0
2789,5,95.90520100671083,One year,No,Electronic check,0
2790,56,26.792581436630496,One year,No,Electronic check,1
2791,20,87.31607327802641,Two year,DSL,Electronic check,1
2792,41,119.72045078506791,Month-to-month,Fiber optic,Bank transfer,1
2793,46,98.01919294680316,Month-to-month,DSL,Mailed check,0
2794,12,49.05635115774553,One year,Fiber optic,Credit card,0
2795,70,47.78194947053806,Two year,DSL,Electronic check,0
2796,17,86.72186105934588,One year,DSL,Credit card,0
2797,19,109.58542570085304,One year,No,Mailed check,0
2798,26,77.79497408478429,Two year,No,Mailed check,1
2799,48,72.74022871700583,Month-to-month,No,Mailed check,0
2800,52,36.03841338436713,Month-to-month,No,Credit card,1
2801,70,91.54569553598165,One year,Fiber optic,Credit card,0
2802,55,90.22986196378908,Two year,DSL,Credit card,0
2803,33,116.69513923338477,Month-to-month,DSL,Mailed check,0
2804,62,50.01921843056644,Month-to-month,Fiber optic,Mailed check,0
2805,23,95.64454763675317,Two year,Fiber optic,Electronic check,1
2806,15,63.4065261197629,Two year,DSL,Bank transfer,0
2807,27,75.8472791616135,Month-to-month,No,Credit card,0
2808,64,101.64538556005581,One year,No,Bank transfer,1
2809,51,42.199504501897565,One year,No,Credit card,1
2810,53,54.286873952741495,Month-to-month,Fiber optic,Credit card,0
2811,51,97.3308670197597,One year,DSL,Bank transfer,0
2812,47,77.0457915287861,One year,Fiber optic,Bank transfer,0
2813,4,29.24229169050702,Two year,DSL,Credit card,0
2814,7,63.0185866778513,Two year,No,Mailed check,0
2815,35,78.66333129730164,Two year,No,Electronic check,1
2816,48,110.95173164450526,One year,No,Credit card,0
2817,45,38.848804993863865,Two year,DSL,Electronic check,0
2818,19,100.5952968377483,Two year,No,Mailed check,0
2819,63,33.06244830765914,Month-to-month,DSL,Mailed check,1
2820,38,44.22356600758072,Two year,Fiber optic,Electronic check,0
2821,67,44.3343883490123,Month-to-month,No,Credit card,0
2822,59,107.74791959088326,One year,Fiber optic,Electronic check,0
2823,69,39.90176920149871,Two year,Fiber optic,Credit card,0
2824,13,98.6960726985409,Month-to-month,DSL,Bank transfer,0
2825,47,66.18065340196199,Month-to-month,Fiber optic,Credit card,0
2826,61,119.90907677973108,Month-to-month,DSL,Bank transfer,0
2827,31,103.90914986521054,One year,DSL,Bank transfer,0
2828,22,93.9703134447818,Two year,Fiber optic,Electronic check,0
2829,43,107.07263066521955,One year,DSL,Bank transfer,1
2830,67,83.40303926050336,Month-to-month,DSL,Electronic check,0
2831,54,104.36522565284976,One year,DSL,Electronic check,1
2832,10,46.11268473614558,One year,Fiber optic,Mailed check,0
2833,42,29.770321110107496,Month-to-month,DSL,Electronic check,1
2834,64,81.59320070866687,Two year,No,Mailed check,0
2835,21,63.4690392663586,Two year,Fiber optic,Mailed check,0
2836,66,62.64407952924319,One year,Fiber optic,Electronic check,1
2837,41,72.67478524300462,Two year,DSL,Credit card,1
2838,24,56.13826115655425,Month-to-month,Fiber optic,Credit card,1
2839,35,82.60595314428292,Two year,No,Electronic check,1
2840,56,23.056836734762992,One year,Fiber optic,Bank transfer,0
2841,30,116.98913418817632,Month-to-month,Fiber optic,Electronic check,0
2842,57,112.47089920455704,Month-to-month,Fiber optic,Bank transfer,0
2843,47,113.52701625819336,Month-to-month,DSL,Credit card,0
2844,35,56.50034955837184,One year,No,Bank transfer,1
2845,19,73.18909576590997,One year,No,Electronic check,0
2846,8,115.41306030575753,Two year,No,Bank transfer,1
2847,26,110.23460564275865,One year,Fiber optic,Mailed check,0
2848,71,99.02444759011473,Month-to-month,No,Mailed check,0
2849,30,60.73315898475924,One year,DSL,Electronic check,0
2850,7,76.43392231821734,One year,Fiber optic,Electronic check,0
2851,67,99.29124742166476,Two year,DSL,Electronic check,1
2852,65,47.301199554003176,Month-to-month,Fiber optic,Credit card,1
2853,36,82.64493682281113,Two year,DSL,Credit card,0
2854,25,102.79343248518568,Two year,Fiber optic,Credit card,1
2855,37,90.74547917329014,Two year,DSL,Mailed check,0
2856,1,67.94806311910007,Month-to-month,No,Bank transfer,1
2857,15,78.46083595551583,Two year,Fiber optic,Mailed check,0
2858,37,118.86755431457941,Month-to-month,Fiber optic,Bank transfer,0
2859,13,80.19877946472101,Two year,DSL,Bank transfer,0
2860,8,98.56177540186438,Two year,DSL,Electronic check,0
2861,5,92.66047643776626,Month-to-month,DSL,Electronic check,0
2862,60,90.14906155293632,One year,Fiber optic,Credit card,0
2863,1,91.63690551140436,Two year,DSL,Electronic check,0
2864,36,65.44097512814639,One year,No,Mailed check,0
2865,35,67.41601745181254,Two year,DSL,Mailed check,1
2866,66,66.78627373607823,One year,DSL,Mailed check,0
2867,63,23.32546072126081,One year,DSL,Electronic check,1
2868,23,44.106533033232346,One year,No,Electronic check,0
2869,9,35.45640066498828,One year,DSL,Bank transfer,0
2870,34,108.64450113972573,One year,DSL,Bank transfer,0
2871,46,47.4969366452949,Month-to-month,Fiber optic,Electronic check,0
2872,4,33.84426344655404,One year,Fiber optic,Mailed check,0
2873,30,31.976693191088494,Month-to-month,DSL,Electronic check,0
2874,3,89.99898345521586,Two year,Fiber optic,Credit card,0
2875,14,20.608331091495927,Month-to-month,DSL,Credit card,0
2876,60,67.13044017565082,One year,DSL,Mailed check,0
2877,45,31.887110559819625,Month-to-month,No,Credit card,1
2878,34,104.96633776359052,One year,DSL,Electronic check,1
2879,45,115.84503564524583,Month-to-month,Fiber optic,Electronic check,0
2880,61,115.87546162149036,Two year,Fiber optic,Bank transfer,0
2881,16,64.19641089467693,One year,Fiber optic,Credit card,1
2882,66,84.45148244347965,One year,Fiber optic,Credit card,1
2883,40,79.97041365107447,Month-to-month,DSL,Credit card,1
2884,17,55.003890138595295,Month-to-month,No,Credit card,0
2885,34,64.40644914205312,Month-to-month,No,Mailed check,0
2886,16,26.43236972332857,Month-to-month,DSL,Mailed check,0
2887,60,99.56990326714872,Month-to-month,Fiber optic,Electronic check,1
2888,66,44.0803512154619,One year,No,Credit card,1
2889,66,66.05273311363763,Two year,No,Bank transfer,0
2890,13,68.06207336166439,Month-to-month,DSL,Electronic check,0
2891,56,76.07117391513182,One year,Fiber optic,Electronic check,0
2892,31,101.787663788809,Two year,No,Mailed check,1
2893,34,89.18810461837496,Two year,DSL,Electronic check,1
2894,39,86.3063049129192,Month-to-month,No,Bank transfer,0
2895,67,72.67454958049399,One year,No,Credit card,0
2896,8,29.59557549465899,One year,Fiber optic,Electronic check,0
2897,55,60.20084716508614,One year,Fiber optic,Bank transfer,0
2898,27,115.73168512905521,One year,No,Mailed check,1
2899,53,119.55480752882525,One year,Fiber optic,Mailed check,0
2900,39,93.04981461009183,Two year,No,Credit card,0
2901,65,42.75149630746451,Two year,No,Electronic check,0
2902,17,30.18906460033959,Two year,No,Bank transfer,0
2903,30,61.476435904619926,One year,DSL,Mailed check,0
2904,53,105.65719023593357,Two year,Fiber optic,Bank transfer,0
2905,13,92.18642398950004,Two year,Fiber optic,Mailed check,1
2906,21,108.38922375411049,Month-to-month,No,Mailed check,1
2907,19,81.57763146976522,Two year,Fiber optic,Credit card,0
2908,53,33.03283645896923,Month-to-month,No,Bank transfer,0
2909,19,31.47959669981641,One year,Fiber optic,Bank transfer,0
2910,57,24.800230263012928,One year,Fiber optic,Bank transfer,1
2911,25,76.7079970573531,One year,No,Mailed check,1
2912,31,44.288623662478905,One year,Fiber optic,Credit card,0
2913,55,93.43836413549505,Two year,No,Bank transfer,0
2914,23,88.62499358575073,Month-to-month,DSL,Electronic check,0
2915,32,51.811074240831694,One year,No,Bank transfer,0
2916,62,37.680166646406434,One year,Fiber optic,Mailed check,0
2917,10,30.24003497960012,Month-to-month,DSL,Credit card,0
2918,54,93.7315273813097,Month-to-month,DSL,Bank transfer,0
2919,52,65.04409954259332,Month-to-month,No,Bank transfer,0
2920,20,52.35299141781389,Month-to-month,DSL,Bank transfer,1
2921,32,105.66530158063121,Month-to-month,No,Electronic check,0
2922,14,79.3613216569384,Two year,Fiber optic,Mailed check,1
2923,50,71.80023363965844,Month-to-month,No,Electronic check,0
2924,28,94.33791649756158,Two year,DSL,Electronic check,0
2925,53,101.55831402352884,Month-to-month,No,Mailed check,0
2926,24,88.60731554227195,Month-to-month,No,Mailed check,0
2927,22,64.00063185993527,One year,Fiber optic,Bank transfer,0
2928,30,57.929879267218745,One year,No,Mailed check,0
2929,63,97.16649382727022,One year,Fiber optic,Bank transfer,0
2930,4,71.7907160640286,One year,DSL,Electronic check,1
2931,59,90.43860785173763,One year,DSL,Bank transfer,0
2932,8,109.03987890805519,One year,No,Mailed check,0
2933,12,111.58906347367032,Month-to-month,No,Bank transfer,1
2934,31,47.77156392405726,Month-to-month,DSL,Electronic check,1
2935,34,38.78899502725141,One year,DSL,Mailed check,0
2936,49,46.128736033683786,One year,DSL,Mailed check,0
2937,57,95.13717705355027,One year,No,Credit card,0
2938,26,57.00580360461602,Month-to-month,DSL,Bank transfer,0
2939,18,37.338928084132974,One year,No,Bank transfer,0
2940,38,29.83854925069693,One year,DSL,Bank transfer,0
2941,50,52.731318882968786,Month-to-month,DSL,Electronic check,1
2942,8,33.61364403505113,Month-to-month,No,Electronic check,0
2943,41,35.637361253330695,Two year,Fiber optic,Mailed check,0
2944,6,88.38839734462702,One year,No,Mailed check,0
2945,69,21.973209566840527,Month-to-month,Fiber optic,Electronic check,0
2946,44,31.7553261625438,Two year,No,Bank transfer,0
2947,64,104.43654912130964,Month-to-month,Fiber optic,Bank transfer,0
2948,29,104.49140850182532,Two year,Fiber optic,Electronic check,0
2949,28,52.92434787635769,Two year,Fiber optic,Bank transfer,1
2950,11,28.795300836872897,One year,No,Electronic check,0
2951,65,90.49703338072058,One year,No,Bank transfer,0
2952,19,56.01316877738744,Two year,No,Bank transfer,1
2953,9,24.546462720492585,One year,Fiber optic,Credit card,1
2954,27,35.782698129979856,Month-to-month,Fiber optic,Mailed check,0
2955,34,33.72148119640243,Month-to-month,No,Bank transfer,1
2956,44,78.91163438276622,Two year,No,Bank transfer,0
2957,68,109.81175836035614,Two year,DSL,Electronic check,0
2958,15,99.30720333234575,Month-to-month,DSL,Credit card,0
2959,51,74.651604501723,Month-to-month,DSL,Credit card,0
2960,13,62.21551649274801,Two year,DSL,Electronic check,0
2961,49,81.8676709068865,Month-to-month,DSL,Electronic check,0
2962,70,64.38127409800808,Month-to-month,No,Electronic check,1
2963,56,44.60991225763159,Two year,Fiber optic,Bank transfer,0
2964,51,87.91974553522796,One year,Fiber optic,Electronic check,0
2965,37,107.3243945741321,Month-to-month,No,Mailed check,0
2966,17,57.28703306808605,One year,No,Electronic check,1
2967,58,104.1538467691337,One year,No,Bank transfer,1
2968,29,63.108204648349044,Month-to-month,DSL,Mailed check,0
2969,33,60.1335943099426,One year,DSL,Bank transfer,1
2970,60,22.832435754702768,Two year,DSL,Mailed check,1
2971,55,89.52789013674104,Month-to-month,No,Mailed check,1
2972,10,100.75025251138229,Month-to-month,No,Mailed check,0
2973,47,86.3556919558561,One year,Fiber optic,Bank transfer,0
2974,23,35.13609513919435,Month-to-month,No,Mailed check,0
2975,21,30.32934675526431,Month-to-month,DSL,Credit card,1
2976,13,77.28587516185395,One year,Fiber optic,Credit card,1
2977,33,60.15162541846019,One year,No,Bank transfer,1
2978,24,62.90977834855896,Month-to-month,Fiber optic,Credit card,0
2979,11,116.78002467430076,Month-to-month,Fiber optic,Mailed check,0
2980,17,92.39226711930654,Two year,No,Electronic check,0
2981,68,61.17877392077567,Two year,DSL,Electronic check,0
2982,47,21.90992798417149,Month-to-month,DSL,Mailed check,0
2983,25,23.409569785327026,Month-to-month,Fiber optic,Credit card,0
2984,21,88.48036956458562,Two year,No,Mailed check,1
2985,12,103.77387595177639,One year,No,Electronic check,0
2986,37,90.77026295496837,Month-to-month,DSL,Electronic check,1
2987,42,60.588775260472545,Two year,No,Bank transfer,0
2988,17,23.113573793056958,Two year,No,Electronic check,0
2989,48,116.74016302352297,Month-to-month,Fiber optic,Bank transfer,0
2990,28,118.63360621580867,Month-to-month,No,Credit card,1
2991,41,74.93645514442687,Two year,No,Mailed check,1
2992,47,27.06709646951056,Month-to-month,No,Bank transfer,0
